Port Name,Year,Hour of Day,Demand (kW)
Jacksonville,2026,20,152.5
Jacksonville,2026,21,152.5
Jacksonville,2026,22,152.5
Jacksonville,2026,23,152.5
Jacksonville,2027,0,183.0
Jacksonville,2027,1,183.0
Jacksonville,2027,2,1305.8
Jacksonville,2027,3,1232.2
Jacksonville,2027,4,325.2
Jacksonville,2027,5,325.2
Jacksonville,2027,6,294.5
Jacksonville,2027,7,183.0
Jacksonville,2027,8,183.0
Jacksonville,2027,9,183.0
Jacksonville,2027,10,183.0
Jacksonville,2027,11,183.0
Jacksonville,2027,12,183.0
Jacksonville,2027,13,183.0
Jacksonville,2027,14,183.0
Jacksonville,2027,15,183.0
Jacksonville,2027,16,183.0
Jacksonville,2027,17,1305.8
Jacksonville,2027,18,183.0
Jacksonville,2027,19,183.0
Jacksonville,2027,20,183.0
Jacksonville,2027,21,183.0
Jacksonville,2027,22,183.0
Jacksonville,2027,23,183.0
Jacksonville,2028,0,223.7
Jacksonville,2028,1,223.7
Jacksonville,2028,2,1596.0
Jacksonville,2028,3,1506.0
Jacksonville,2028,4,397.5
Jacksonville,2028,5,397.5
Jacksonville,2028,6,360.0
Jacksonville,2028,7,223.7
Jacksonville,2028,8,223.7
Jacksonville,2028,9,223.7
Jacksonville,2028,10,223.7
Jacksonville,2028,11,223.7
Jacksonville,2028,12,223.7
Jacksonville,2028,13,223.7
Jacksonville,2028,14,223.7
Jacksonville,2028,15,223.7
Jacksonville,2028,16,223.7
Jacksonville,2028,17,1596.0
Jacksonville,2028,18,223.7
Jacksonville,2028,19,223.7
Jacksonville,2028,20,223.7
Jacksonville,2028,21,223.7
Jacksonville,2028,22,223.7
Jacksonville,2028,23,223.7
Jacksonville,2029,0,264.4
Jacksonville,2029,1,264.4
Jacksonville,2029,2,1886.2
Jacksonville,2029,3,1779.8
Jacksonville,2029,4,469.8
Jacksonville,2029,5,469.8
Jacksonville,2029,6,425.5
Jacksonville,2029,7,264.4
Jacksonville,2029,8,264.4
Jacksonville,2029,9,264.4
Jacksonville,2029,10,264.4
Jacksonville,2029,11,264.4
Jacksonville,2029,12,264.4
Jacksonville,2029,13,264.4
Jacksonville,2029,14,264.4
Jacksonville,2029,15,264.4
Jacksonville,2029,16,264.4
Jacksonville,2029,17,1886.2
Jacksonville,2029,18,264.4
Jacksonville,2029,19,264.4
Jacksonville,2029,20,264.4
Jacksonville,2029,21,264.4
Jacksonville,2029,22,264.4
Jacksonville,2029,23,264.4
Jacksonville,2030,0,315.2
Jacksonville,2030,1,315.2
Jacksonville,2030,2,2248.9
Jacksonville,2030,3,2122.1
Jacksonville,2030,4,560.1
Jacksonville,2030,5,560.1
Jacksonville,2030,6,507.3
Jacksonville,2030,7,315.2
Jacksonville,2030,8,315.2
Jacksonville,2030,9,315.2
Jacksonville,2030,10,315.2
Jacksonville,2030,11,315.2
Jacksonville,2030,12,315.2
Jacksonville,2030,13,315.2
Jacksonville,2030,14,315.2
Jacksonville,2030,15,315.2
Jacksonville,2030,16,315.2
Jacksonville,2030,17,2248.9
Jacksonville,2030,18,315.2
Jacksonville,2030,19,315.2
Jacksonville,2030,20,315.2
Jacksonville,2030,21,315.2
Jacksonville,2030,22,315.2
Jacksonville,2030,23,315.2
Jacksonville,2031,0,366.1
Jacksonville,2031,1,366.1
Jacksonville,2031,2,2611.6
Jacksonville,2031,3,2464.4
Jacksonville,2031,4,650.5
Jacksonville,2031,5,650.5
Jacksonville,2031,6,589.1
Jacksonville,2031,7,366.1
Jacksonville,2031,8,366.1
Jacksonville,2031,9,366.1
Jacksonville,2031,10,366.1
Jacksonville,2031,11,366.1
Jacksonville,2031,12,366.1
Jacksonville,2031,13,366.1
Jacksonville,2031,14,366.1
Jacksonville,2031,15,366.1
Jacksonville,2031,16,366.1
Jacksonville,2031,17,2611.6
Jacksonville,2031,18,366.1
Jacksonville,2031,19,366.1
Jacksonville,2031,20,366.1
Jacksonville,2031,21,366.1
Jacksonville,2031,22,366.1
Jacksonville,2031,23,366.1
Jacksonville,2032,0,427.1
Jacksonville,2032,1,427.1
Jacksonville,2032,2,3046.9
Jacksonville,2032,3,2875.1
Jacksonville,2032,4,758.9
Jacksonville,2032,5,758.9
Jacksonville,2032,6,687.3
Jacksonville,2032,7,427.1
Jacksonville,2032,8,427.1
Jacksonville,2032,9,427.1
Jacksonville,2032,10,427.1
Jacksonville,2032,11,427.1
Jacksonville,2032,12,427.1
Jacksonville,2032,13,427.1
Jacksonville,2032,14,427.1
Jacksonville,2032,15,427.1
Jacksonville,2032,16,427.1
Jacksonville,2032,17,3046.9
Jacksonville,2032,18,427.1
Jacksonville,2032,19,427.1
Jacksonville,2032,20,427.1
Jacksonville,2032,21,427.1
Jacksonville,2032,22,427.1
Jacksonville,2032,23,427.1
Jacksonville,2033,0,488.1
Jacksonville,2033,1,488.1
Jacksonville,2033,2,3482.2
Jacksonville,2033,3,3285.8
Jacksonville,2033,4,867.3
Jacksonville,2033,5,867.3
Jacksonville,2033,6,785.5
Jacksonville,2033,7,488.1
Jacksonville,2033,8,488.1
Jacksonville,2033,9,488.1
Jacksonville,2033,10,488.1
Jacksonville,2033,11,488.1
Jacksonville,2033,12,488.1
Jacksonville,2033,13,488.1
Jacksonville,2033,14,488.1
Jacksonville,2033,15,488.1
Jacksonville,2033,16,488.1
Jacksonville,2033,17,3482.2
Jacksonville,2033,18,488.1
Jacksonville,2033,19,488.1
Jacksonville,2033,20,488.1
Jacksonville,2033,21,488.1
Jacksonville,2033,22,488.1
Jacksonville,2033,23,488.1
Jacksonville,2034,0,549.1
Jacksonville,2034,1,549.1
Jacksonville,2034,2,3917.5
Jacksonville,2034,3,3696.5
Jacksonville,2034,4,975.7
Jacksonville,2034,5,975.7
Jacksonville,2034,6,883.6
Jacksonville,2034,7,549.1
Jacksonville,2034,8,549.1
Jacksonville,2034,9,549.1
Jacksonville,2034,10,549.1
Jacksonville,2034,11,549.1
Jacksonville,2034,12,549.1
Jacksonville,2034,13,549.1
Jacksonville,2034,14,549.1
Jacksonville,2034,15,549.1
Jacksonville,2034,16,549.1
Jacksonville,2034,17,3917.5
Jacksonville,2034,18,549.1
Jacksonville,2034,19,549.1
Jacksonville,2034,20,549.1
Jacksonville,2034,21,549.1
Jacksonville,2034,22,549.1
Jacksonville,2034,23,549.1
Jacksonville,2035,0,620.3
Jacksonville,2035,1,620.3
Jacksonville,2035,2,4425.3
Jacksonville,2035,3,4175.7
Jacksonville,2035,4,1102.2
Jacksonville,2035,5,1102.2
Jacksonville,2035,6,998.2
Jacksonville,2035,7,620.3
Jacksonville,2035,8,620.3
Jacksonville,2035,9,620.3
Jacksonville,2035,10,620.3
Jacksonville,2035,11,620.3
Jacksonville,2035,12,620.3
Jacksonville,2035,13,620.3
Jacksonville,2035,14,620.3
Jacksonville,2035,15,620.3
Jacksonville,2035,16,620.3
Jacksonville,2035,17,4425.3
Jacksonville,2035,18,620.3
Jacksonville,2035,19,620.3
Jacksonville,2035,20,620.3
Jacksonville,2035,21,620.3
Jacksonville,2035,22,620.3
Jacksonville,2035,23,620.3
Kahului,100% eCHE,0,127.1
Kahului,100% eCHE,1,127.1
Kahului,100% eCHE,2,1138.6
Kahului,100% eCHE,3,1084.1
Kahului,100% eCHE,4,375.0
Kahului,100% eCHE,5,375.0
Kahului,100% eCHE,6,204.5
Kahului,100% eCHE,7,127.1
Kahului,100% eCHE,8,127.1
Kahului,100% eCHE,9,127.1
Kahului,100% eCHE,10,127.1
Kahului,100% eCHE,11,127.1
Kahului,100% eCHE,12,127.1
Kahului,100% eCHE,13,127.1
Kahului,100% eCHE,14,127.1
Kahului,100% eCHE,15,127.1
Kahului,100% eCHE,16,127.1
Kahului,100% eCHE,17,1138.6
Kahului,100% eCHE,18,127.1
Kahului,100% eCHE,19,127.1
Kahului,100% eCHE,20,127.1
Kahului,100% eCHE,21,127.1
Kahului,100% eCHE,22,127.1
Kahului,100% eCHE,23,127.1
Kahului,2023,0,10.2
Kahului,2023,1,10.2
Kahului,2023,2,91.1
Kahului,2023,3,86.7
Kahului,2023,4,30.0
Kahului,2023,5,30.0
Kahului,2023,6,16.4
Kahului,2023,7,10.2
Kahului,2023,8,10.2
Kahului,2023,9,10.2
Kahului,2023,10,10.2
Kahului,2023,11,10.2
Kahului,2023,12,10.2
Kahului,2023,13,10.2
Kahului,2023,14,10.2
Kahului,2023,15,10.2
Kahului,2023,16,10.2
Kahului,2023,17,91.1
Kahului,2023,18,10.2
Kahului,2023,19,10.2
Kahului,2023,20,10.2
Kahului,2023,21,10.2
Kahului,2023,22,10.2
Kahului,2023,23,10.2
Kahului,2024,0,12.7
Kahului,2024,1,12.7
Kahului,2024,2,113.9
Kahului,2024,3,108.4
Kahului,2024,4,37.5
Kahului,2024,5,37.5
Kahului,2024,6,20.5
Kahului,2024,7,12.7
Kahului,2024,8,12.7
Kahului,2024,9,12.7
Kahului,2024,10,12.7
Kahului,2024,11,12.7
Kahului,2024,12,12.7
Kahului,2024,13,12.7
Kahului,2024,14,12.7
Kahului,2024,15,12.7
Kahului,2024,16,12.7
Kahului,2024,17,113.9
Kahului,2024,18,12.7
Kahului,2024,19,12.7
Kahului,2024,20,12.7
Kahului,2024,21,12.7
Kahului,2024,22,12.7
Kahului,2024,23,12.7
Kahului,2025,0,15.2
Kahului,2025,1,15.2
Kahului,2025,2,136.6
Kahului,2025,3,130.1
Kahului,2025,4,45.0
Kahului,2025,5,45.0
Kahului,2025,6,24.5
Kahului,2025,7,15.2
Kahului,2025,8,15.2
Kahului,2025,9,15.2
Kahului,2025,10,15.2
Kahului,2025,11,15.2
Kahului,2025,12,15.2
Kahului,2025,13,15.2
Kahului,2025,14,15.2
Kahului,2025,15,15.2
Kahului,2025,16,15.2
Kahului,2025,17,136.6
Kahului,2025,18,15.2
Kahului,2025,19,15.2
Kahului,2025,20,15.2
Kahului,2025,21,15.2
Kahului,2025,22,15.2
Kahului,2025,23,15.2
Kahului,2026,0,19.1
Kahului,2026,1,19.1
Kahului,2026,2,170.8
Kahului,2026,3,162.6
Kahului,2026,4,56.2
Kahului,2026,5,56.2
Kahului,2026,6,30.7
Kahului,2026,7,19.1
Kahului,2026,8,19.1
Kahului,2026,9,19.1
Kahului,2026,10,19.1
Kahului,2026,11,19.1
Kahului,2026,12,19.1
Kahului,2026,13,19.1
Kahului,2026,14,19.1
Kahului,2026,15,19.1
Kahului,2026,16,19.1
Kahului,2026,17,170.8
Kahului,2026,18,19.1
Kahului,2026,19,19.1
Kahului,2026,20,19.1
Kahului,2026,21,19.1
Kahului,2026,22,19.1
Kahului,2026,23,19.1
Kahului,2027,0,22.9
Kahului,2027,1,22.9
Kahului,2027,2,205.0
Kahului,2027,3,195.1
Kahului,2027,4,67.5
Kahului,2027,5,67.5
Kahului,2027,6,36.8
Kahului,2027,7,22.9
Kahului,2027,8,22.9
Kahului,2027,9,22.9
Kahului,2027,10,22.9
Kahului,2027,11,22.9
Kahului,2027,12,22.9
Kahului,2027,13,22.9
Kahului,2027,14,22.9
Kahului,2027,15,22.9
Kahului,2027,16,22.9
Kahului,2027,17,205.0
Kahului,2027,18,22.9
Kahului,2027,19,22.9
Kahului,2027,20,22.9
Kahului,2027,21,22.9
Kahului,2027,22,22.9
Kahului,2027,23,22.9
Kahului,2028,0,28.0
Kahului,2028,1,28.0
Kahului,2028,2,250.5
Kahului,2028,3,238.5
Kahului,2028,4,82.5
Kahului,2028,5,82.5
Kahului,2028,6,45.0
Kahului,2028,7,28.0
Kahului,2028,8,28.0
Kahului,2028,9,28.0
Kahului,2028,10,28.0
Kahului,2028,11,28.0
Kahului,2028,12,28.0
Kahului,2028,13,28.0
Kahului,2028,14,28.0
Kahului,2028,15,28.0
Kahului,2028,16,28.0
Kahului,2028,17,250.5
Kahului,2028,18,28.0
Kahului,2028,19,28.0
Kahului,2028,20,28.0
Kahului,2028,21,28.0
Kahului,2028,22,28.0
Kahului,2028,23,28.0
Kahului,2029,0,33.0
Kahului,2029,1,33.0
Kahului,2029,2,296.0
Kahului,2029,3,281.9
Kahului,2029,4,97.5
Kahului,2029,5,97.5
Kahului,2029,6,53.2
Kahului,2029,7,33.0
Kahului,2029,8,33.0
Kahului,2029,9,33.0
Kahului,2029,10,33.0
Kahului,2029,11,33.0
Kahului,2029,12,33.0
Kahului,2029,13,33.0
Kahului,2029,14,33.0
Kahului,2029,15,33.0
Kahului,2029,16,33.0
Kahului,2029,17,296.0
Kahului,2029,18,33.0
Kahului,2029,19,33.0
Kahului,2029,20,33.0
Kahului,2029,21,33.0
Kahului,2029,22,33.0
Kahului,2029,23,33.0
Kahului,2030,0,39.4
Kahului,2030,1,39.4
Kahului,2030,2,353.0
Kahului,2030,3,336.1
Kahului,2030,4,116.2
Kahului,2030,5,116.2
Kahului,2030,6,63.4
Kahului,2030,7,39.4
Kahului,2030,8,39.4
Kahului,2030,9,39.4
Kahului,2030,10,39.4
Kahului,2030,11,39.4
Kahului,2030,12,39.4
Kahului,2030,13,39.4
Kahului,2030,14,39.4
Kahului,2030,15,39.4
Kahului,2030,16,39.4
Kahului,2030,17,353.0
Kahului,2030,18,39.4
Kahului,2030,19,39.4
Kahului,2030,20,39.4
Kahului,2030,21,39.4
Kahului,2030,22,39.4
Kahului,2030,23,39.4
Kahului,2031,0,45.8
Kahului,2031,1,45.8
Kahului,2031,2,409.9
Kahului,2031,3,390.3
Kahului,2031,4,135.0
Kahului,2031,5,135.0
Kahului,2031,6,73.6
Kahului,2031,7,45.8
Kahului,2031,8,45.8
Kahului,2031,9,45.8
Kahului,2031,10,45.8
Kahului,2031,11,45.8
Kahului,2031,12,45.8
Kahului,2031,13,45.8
Kahului,2031,14,45.8
Kahului,2031,15,45.8
Kahului,2031,16,45.8
Kahului,2031,17,409.9
Kahului,2031,18,45.8
Kahului,2031,19,45.8
Kahului,2031,20,45.8
Kahului,2031,21,45.8
Kahului,2031,22,45.8
Kahului,2031,23,45.8
Kahului,2032,0,53.4
Kahului,2032,1,53.4
Kahului,2032,2,478.2
Kahului,2032,3,455.3
Kahului,2032,4,157.5
Kahului,2032,5,157.5
Kahului,2032,6,85.9
Kahului,2032,7,53.4
Kahului,2032,8,53.4
Kahului,2032,9,53.4
Kahului,2032,10,53.4
Kahului,2032,11,53.4
Kahului,2032,12,53.4
Kahului,2032,13,53.4
Kahului,2032,14,53.4
Kahului,2032,15,53.4
Kahului,2032,16,53.4
Kahului,2032,17,478.2
Kahului,2032,18,53.4
Kahului,2032,19,53.4
Kahului,2032,20,53.4
Kahului,2032,21,53.4
Kahului,2032,22,53.4
Kahului,2032,23,53.4
Kahului,2033,0,61.0
Kahului,2033,1,61.0
Kahului,2033,2,546.5
Kahului,2033,3,520.4
Kahului,2033,4,180.0
Kahului,2033,5,180.0
Kahului,2033,6,98.2
Kahului,2033,7,61.0
Kahului,2033,8,61.0
Kahului,2033,9,61.0
Kahului,2033,10,61.0
Kahului,2033,11,61.0
Kahului,2033,12,61.0
Kahului,2033,13,61.0
Kahului,2033,14,61.0
Kahului,2033,15,61.0
Kahului,2033,16,61.0
Kahului,2033,17,546.5
Kahului,2033,18,61.0
Kahului,2033,19,61.0
Kahului,2033,20,61.0
Kahului,2033,21,61.0
Kahului,2033,22,61.0
Kahului,2033,23,61.0
Kahului,2034,0,68.6
Kahului,2034,1,68.6
Kahului,2034,2,614.9
Kahului,2034,3,585.4
Kahului,2034,4,202.5
Kahului,2034,5,202.5
Kahului,2034,6,110.5
Kahului,2034,7,68.6
Kahului,2034,8,68.6
Kahului,2034,9,68.6
Kahului,2034,10,68.6
Kahului,2034,11,68.6
Kahului,2034,12,68.6
Kahului,2034,13,68.6
Kahului,2034,14,68.6
Kahului,2034,15,68.6
Kahului,2034,16,68.6
Kahului,2034,17,614.9
Kahului,2034,18,68.6
Kahului,2034,19,68.6
Kahului,2034,20,68.6
Kahului,2034,21,68.6
Kahului,2034,22,68.6
Kahului,2034,23,68.6
Kahului,2035,0,77.5
Kahului,2035,1,77.5
Kahului,2035,2,694.6
Kahului,2035,3,661.3
Kahului,2035,4,228.8
Kahului,2035,5,228.8
Kahului,2035,6,124.8
Kahului,2035,7,77.5
Kahului,2035,8,77.5
Kahului,2035,9,77.5
Kahului,2035,10,77.5
Kahului,2035,11,77.5
Kahului,2035,12,77.5
Kahului,2035,13,77.5
Kahului,2035,14,77.5
Kahului,2035,15,77.5
Kahului,2035,16,77.5
Kahului,2035,17,694.6
Kahului,2035,18,77.5
Kahului,2035,19,77.5
Kahului,2035,20,77.5
Kahului,2035,21,77.5
Kahului,2035,22,77.5
Kahului,2035,23,77.5
Ketchikan ,100% eCHE,0,127.1
Ketchikan ,100% eCHE,1,127.1
Ketchikan ,100% eCHE,2,1193.2
Ketchikan ,100% eCHE,3,1111.4
Ketchikan ,100% eCHE,4,375.0
Ketchikan ,100% eCHE,5,375.0
Ketchikan ,100% eCHE,6,204.5
Ketchikan ,100% eCHE,7,127.1
Ketchikan ,100% eCHE,8,127.1
Ketchikan ,100% eCHE,9,127.1
Ketchikan ,100% eCHE,10,127.1
Ketchikan ,100% eCHE,11,127.1
Ketchikan ,100% eCHE,12,127.1
Ketchikan ,100% eCHE,13,127.1
Ketchikan ,100% eCHE,14,127.1
Ketchikan ,100% eCHE,15,127.1
Ketchikan ,100% eCHE,16,127.1
Ketchikan ,100% eCHE,17,1193.2
Ketchikan ,100% eCHE,18,127.1
Ketchikan ,100% eCHE,19,127.1
Ketchikan ,100% eCHE,20,127.1
Ketchikan ,100% eCHE,21,127.1
Ketchikan ,100% eCHE,22,127.1
Ketchikan ,100% eCHE,23,127.1
Ketchikan ,2023,0,10.2
Ketchikan ,2023,1,10.2
Ketchikan ,2023,2,95.5
Ketchikan ,2023,3,88.9
Ketchikan ,2023,4,30.0
Ketchikan ,2023,5,30.0
Ketchikan ,2023,6,16.4
Ketchikan ,2023,7,10.2
Ketchikan ,2023,8,10.2
Ketchikan ,2023,9,10.2
Ketchikan ,2023,10,10.2
Ketchikan ,2023,11,10.2
Ketchikan ,2023,12,10.2
Ketchikan ,2023,13,10.2
Ketchikan ,2023,14,10.2
Ketchikan ,2023,15,10.2
Ketchikan ,2023,16,10.2
Ketchikan ,2023,17,95.5
Ketchikan ,2023,18,10.2
Ketchikan ,2023,19,10.2
Ketchikan ,2023,20,10.2
Ketchikan ,2023,21,10.2
Ketchikan ,2023,22,10.2
Ketchikan ,2023,23,10.2
Ketchikan ,2024,0,12.7
Ketchikan ,2024,1,12.7
Ketchikan ,2024,2,119.3
Ketchikan ,2024,3,111.1
Ketchikan ,2024,4,37.5
Ketchikan ,2024,5,37.5
Ketchikan ,2024,6,20.5
Ketchikan ,2024,7,12.7
Ketchikan ,2024,8,12.7
Ketchikan ,2024,9,12.7
Ketchikan ,2024,10,12.7
Ketchikan ,2024,11,12.7
Ketchikan ,2024,12,12.7
Ketchikan ,2024,13,12.7
Ketchikan ,2024,14,12.7
Ketchikan ,2024,15,12.7
Ketchikan ,2024,16,12.7
Ketchikan ,2024,17,119.3
Ketchikan ,2024,18,12.7
Ketchikan ,2024,19,12.7
Ketchikan ,2024,20,12.7
Ketchikan ,2024,21,12.7
Ketchikan ,2024,22,12.7
Ketchikan ,2024,23,12.7
Ketchikan ,2025,0,15.2
Ketchikan ,2025,1,15.2
Ketchikan ,2025,2,143.2
Ketchikan ,2025,3,133.4
Ketchikan ,2025,4,45.0
Ketchikan ,2025,5,45.0
Ketchikan ,2025,6,24.5
Ketchikan ,2025,7,15.2
Ketchikan ,2025,8,15.2
Ketchikan ,2025,9,15.2
Ketchikan ,2025,10,15.2
Ketchikan ,2025,11,15.2
Ketchikan ,2025,12,15.2
Ketchikan ,2025,13,15.2
Ketchikan ,2025,14,15.2
Ketchikan ,2025,15,15.2
Ketchikan ,2025,16,15.2
Ketchikan ,2025,17,143.2
Ketchikan ,2025,18,15.2
Ketchikan ,2025,19,15.2
Ketchikan ,2025,20,15.2
Ketchikan ,2025,21,15.2
Ketchikan ,2025,22,15.2
Ketchikan ,2025,23,15.2
Ketchikan ,2026,0,19.1
Ketchikan ,2026,1,19.1
Ketchikan ,2026,2,179.0
Ketchikan ,2026,3,166.7
Ketchikan ,2026,4,56.2
Ketchikan ,2026,5,56.2
Ketchikan ,2026,6,30.7
Ketchikan ,2026,7,19.1
Ketchikan ,2026,8,19.1
Ketchikan ,2026,9,19.1
Ketchikan ,2026,10,19.1
Ketchikan ,2026,11,19.1
Ketchikan ,2026,12,19.1
Ketchikan ,2026,13,19.1
Ketchikan ,2026,14,19.1
Ketchikan ,2026,15,19.1
Ketchikan ,2026,16,19.1
Ketchikan ,2026,17,179.0
Ketchikan ,2026,18,19.1
Ketchikan ,2026,19,19.1
Ketchikan ,2026,20,19.1
Ketchikan ,2026,21,19.1
Ketchikan ,2026,22,19.1
Ketchikan ,2026,23,19.1
Ketchikan ,2027,0,22.9
Ketchikan ,2027,1,22.9
Ketchikan ,2027,2,214.8
Ketchikan ,2027,3,200.0
Ketchikan ,2027,4,67.5
Ketchikan ,2027,5,67.5
Ketchikan ,2027,6,36.8
Ketchikan ,2027,7,22.9
Ketchikan ,2027,8,22.9
Ketchikan ,2027,9,22.9
Ketchikan ,2027,10,22.9
Ketchikan ,2027,11,22.9
Ketchikan ,2027,12,22.9
Ketchikan ,2027,13,22.9
Ketchikan ,2027,14,22.9
Ketchikan ,2027,15,22.9
Ketchikan ,2027,16,22.9
Ketchikan ,2027,17,214.8
Ketchikan ,2027,18,22.9
Ketchikan ,2027,19,22.9
Ketchikan ,2027,20,22.9
Ketchikan ,2027,21,22.9
Ketchikan ,2027,22,22.9
Ketchikan ,2027,23,22.9
Ketchikan ,2028,0,28.0
Ketchikan ,2028,1,28.0
Ketchikan ,2028,2,262.5
Ketchikan ,2028,3,244.5
Ketchikan ,2028,4,82.5
Ketchikan ,2028,5,82.5
Ketchikan ,2028,6,45.0
Ketchikan ,2028,7,28.0
Ketchikan ,2028,8,28.0
Ketchikan ,2028,9,28.0
Ketchikan ,2028,10,28.0
Ketchikan ,2028,11,28.0
Ketchikan ,2028,12,28.0
Ketchikan ,2028,13,28.0
Ketchikan ,2028,14,28.0
Ketchikan ,2028,15,28.0
Ketchikan ,2028,16,28.0
Ketchikan ,2028,17,262.5
Ketchikan ,2028,18,28.0
Ketchikan ,2028,19,28.0
Ketchikan ,2028,20,28.0
Ketchikan ,2028,21,28.0
Ketchikan ,2028,22,28.0
Ketchikan ,2028,23,28.0
Ketchikan ,2029,0,33.0
Ketchikan ,2029,1,33.0
Ketchikan ,2029,2,310.2
Ketchikan ,2029,3,289.0
Ketchikan ,2029,4,97.5
Ketchikan ,2029,5,97.5
Ketchikan ,2029,6,53.2
Ketchikan ,2029,7,33.0
Ketchikan ,2029,8,33.0
Ketchikan ,2029,9,33.0
Ketchikan ,2029,10,33.0
Ketchikan ,2029,11,33.0
Ketchikan ,2029,12,33.0
Ketchikan ,2029,13,33.0
Ketchikan ,2029,14,33.0
Ketchikan ,2029,15,33.0
Ketchikan ,2029,16,33.0
Ketchikan ,2029,17,310.2
Ketchikan ,2029,18,33.0
Ketchikan ,2029,19,33.0
Ketchikan ,2029,20,33.0
Ketchikan ,2029,21,33.0
Ketchikan ,2029,22,33.0
Ketchikan ,2029,23,33.0
Ketchikan ,2030,0,39.4
Ketchikan ,2030,1,39.4
Ketchikan ,2030,2,369.9
Ketchikan ,2030,3,344.5
Ketchikan ,2030,4,116.2
Ketchikan ,2030,5,116.2
Ketchikan ,2030,6,63.4
Ketchikan ,2030,7,39.4
Ketchikan ,2030,8,39.4
Ketchikan ,2030,9,39.4
Ketchikan ,2030,10,39.4
Ketchikan ,2030,11,39.4
Ketchikan ,2030,12,39.4
Ketchikan ,2030,13,39.4
Ketchikan ,2030,14,39.4
Ketchikan ,2030,15,39.4
Ketchikan ,2030,16,39.4
Ketchikan ,2030,17,369.9
Ketchikan ,2030,18,39.4
Ketchikan ,2030,19,39.4
Ketchikan ,2030,20,39.4
Ketchikan ,2030,21,39.4
Ketchikan ,2030,22,39.4
Ketchikan ,2030,23,39.4
Ketchikan ,2031,0,45.8
Ketchikan ,2031,1,45.8
Ketchikan ,2031,2,429.5
Ketchikan ,2031,3,400.1
Ketchikan ,2031,4,135.0
Ketchikan ,2031,5,135.0
Ketchikan ,2031,6,73.6
Ketchikan ,2031,7,45.8
Ketchikan ,2031,8,45.8
Ketchikan ,2031,9,45.8
Ketchikan ,2031,10,45.8
Ketchikan ,2031,11,45.8
Ketchikan ,2031,12,45.8
Ketchikan ,2031,13,45.8
Ketchikan ,2031,14,45.8
Ketchikan ,2031,15,45.8
Ketchikan ,2031,16,45.8
Ketchikan ,2031,17,429.5
Ketchikan ,2031,18,45.8
Ketchikan ,2031,19,45.8
Ketchikan ,2031,20,45.8
Ketchikan ,2031,21,45.8
Ketchikan ,2031,22,45.8
Ketchikan ,2031,23,45.8
Ketchikan ,2032,0,53.4
Ketchikan ,2032,1,53.4
Ketchikan ,2032,2,501.1
Ketchikan ,2032,3,466.8
Ketchikan ,2032,4,157.5
Ketchikan ,2032,5,157.5
Ketchikan ,2032,6,85.9
Ketchikan ,2032,7,53.4
Ketchikan ,2032,8,53.4
Ketchikan ,2032,9,53.4
Ketchikan ,2032,10,53.4
Ketchikan ,2032,11,53.4
Ketchikan ,2032,12,53.4
Ketchikan ,2032,13,53.4
Ketchikan ,2032,14,53.4
Ketchikan ,2032,15,53.4
Ketchikan ,2032,16,53.4
Ketchikan ,2032,17,501.1
Ketchikan ,2032,18,53.4
Ketchikan ,2032,19,53.4
Ketchikan ,2032,20,53.4
Ketchikan ,2032,21,53.4
Ketchikan ,2032,22,53.4
Ketchikan ,2032,23,53.4
Ketchikan ,2033,0,61.0
Ketchikan ,2033,1,61.0
Ketchikan ,2033,2,572.7
Ketchikan ,2033,3,533.5
Ketchikan ,2033,4,180.0
Ketchikan ,2033,5,180.0
Ketchikan ,2033,6,98.2
Ketchikan ,2033,7,61.0
Ketchikan ,2033,8,61.0
Ketchikan ,2033,9,61.0
Ketchikan ,2033,10,61.0
Ketchikan ,2033,11,61.0
Ketchikan ,2033,12,61.0
Ketchikan ,2033,13,61.0
Ketchikan ,2033,14,61.0
Ketchikan ,2033,15,61.0
Ketchikan ,2033,16,61.0
Ketchikan ,2033,17,572.7
Ketchikan ,2033,18,61.0
Ketchikan ,2033,19,61.0
Ketchikan ,2033,20,61.0
Ketchikan ,2033,21,61.0
Ketchikan ,2033,22,61.0
Ketchikan ,2033,23,61.0
Ketchikan ,2034,0,68.6
Ketchikan ,2034,1,68.6
Ketchikan ,2034,2,644.3
Ketchikan ,2034,3,600.1
Ketchikan ,2034,4,202.5
Ketchikan ,2034,5,202.5
Ketchikan ,2034,6,110.5
Ketchikan ,2034,7,68.6
Ketchikan ,2034,8,68.6
Ketchikan ,2034,9,68.6
Ketchikan ,2034,10,68.6
Ketchikan ,2034,11,68.6
Ketchikan ,2034,12,68.6
Ketchikan ,2034,13,68.6
Ketchikan ,2034,14,68.6
Ketchikan ,2034,15,68.6
Ketchikan ,2034,16,68.6
Ketchikan ,2034,17,644.3
Ketchikan ,2034,18,68.6
Ketchikan ,2034,19,68.6
Ketchikan ,2034,20,68.6
Ketchikan ,2034,21,68.6
Ketchikan ,2034,22,68.6
Ketchikan ,2034,23,68.6
Ketchikan ,2035,0,77.5
Ketchikan ,2035,1,77.5
Ketchikan ,2035,2,727.8
Ketchikan ,2035,3,677.9
Ketchikan ,2035,4,228.8
Ketchikan ,2035,5,228.8
Ketchikan ,2035,6,124.8
Ketchikan ,2035,7,77.5
Ketchikan ,2035,8,77.5
Ketchikan ,2035,9,77.5
Ketchikan ,2035,10,77.5
Ketchikan ,2035,11,77.5
Ketchikan ,2035,12,77.5
