Port Name,Year,Hour of Day,Demand (kW)
Mobile,2029,14,66.1
Mobile,2029,15,66.1
Mobile,2029,16,66.1
Mobile,2029,17,569.0
Mobile,2029,18,66.1
Mobile,2029,19,66.1
Mobile,2029,20,66.1
Mobile,2029,21,66.1
Mobile,2029,22,66.1
Mobile,2029,23,66.1
Mobile,2030,0,78.8
Mobile,2030,1,78.8
Mobile,2030,2,678.5
Mobile,2030,3,636.2
Mobile,2030,4,179.7
Mobile,2030,5,179.7
Mobile,2030,6,126.8
Mobile,2030,7,78.8
Mobile,2030,8,78.8
Mobile,2030,9,78.8
Mobile,2030,10,78.8
Mobile,2030,11,78.8
Mobile,2030,12,78.8
Mobile,2030,13,78.8
Mobile,2030,14,78.8
Mobile,2030,15,78.8
Mobile,2030,16,78.8
Mobile,2030,17,678.5
Mobile,2030,18,78.8
Mobile,2030,19,78.8
Mobile,2030,20,78.8
Mobile,2030,21,78.8
Mobile,2030,22,78.8
Mobile,2030,23,78.8
Mobile,2031,0,91.5
Mobile,2031,1,91.5
Mobile,2031,2,787.9
Mobile,2031,3,738.8
Mobile,2031,4,208.6
Mobile,2031,5,208.6
Mobile,2031,6,147.3
Mobile,2031,7,91.5
Mobile,2031,8,91.5
Mobile,2031,9,91.5
Mobile,2031,10,91.5
Mobile,2031,11,91.5
Mobile,2031,12,91.5
Mobile,2031,13,91.5
Mobile,2031,14,91.5
Mobile,2031,15,91.5
Mobile,2031,16,91.5
Mobile,2031,17,787.9
Mobile,2031,18,91.5
Mobile,2031,19,91.5
Mobile,2031,20,91.5
Mobile,2031,21,91.5
Mobile,2031,22,91.5
Mobile,2031,23,91.5
Mobile,2032,0,106.8
Mobile,2032,1,106.8
Mobile,2032,2,919.2
Mobile,2032,3,862.0
Mobile,2032,4,243.4
Mobile,2032,5,243.4
Mobile,2032,6,171.8
Mobile,2032,7,106.8
Mobile,2032,8,106.8
Mobile,2032,9,106.8
Mobile,2032,10,106.8
Mobile,2032,11,106.8
Mobile,2032,12,106.8
Mobile,2032,13,106.8
Mobile,2032,14,106.8
Mobile,2032,15,106.8
Mobile,2032,16,106.8
Mobile,2032,17,919.2
Mobile,2032,18,106.8
Mobile,2032,19,106.8
Mobile,2032,20,106.8
Mobile,2032,21,106.8
Mobile,2032,22,106.8
Mobile,2032,23,106.8
Mobile,2033,0,122.0
Mobile,2033,1,122.0
Mobile,2033,2,1050.5
Mobile,2033,3,985.1
Mobile,2033,4,278.2
Mobile,2033,5,278.2
Mobile,2033,6,196.4
Mobile,2033,7,122.0
Mobile,2033,8,122.0
Mobile,2033,9,122.0
Mobile,2033,10,122.0
Mobile,2033,11,122.0
Mobile,2033,12,122.0
Mobile,2033,13,122.0
Mobile,2033,14,122.0
Mobile,2033,15,122.0
Mobile,2033,16,122.0
Mobile,2033,17,1050.5
Mobile,2033,18,122.0
Mobile,2033,19,122.0
Mobile,2033,20,122.0
Mobile,2033,21,122.0
Mobile,2033,22,122.0
Mobile,2033,23,122.0
Mobile,2034,0,137.3
Mobile,2034,1,137.3
Mobile,2034,2,1181.9
Mobile,2034,3,1108.2
Mobile,2034,4,313.0
Mobile,2034,5,313.0
Mobile,2034,6,220.9
Mobile,2034,7,137.3
Mobile,2034,8,137.3
Mobile,2034,9,137.3
Mobile,2034,10,137.3
Mobile,2034,11,137.3
Mobile,2034,12,137.3
Mobile,2034,13,137.3
Mobile,2034,14,137.3
Mobile,2034,15,137.3
Mobile,2034,16,137.3
Mobile,2034,17,1181.9
Mobile,2034,18,137.3
Mobile,2034,19,137.3
Mobile,2034,20,137.3
Mobile,2034,21,137.3
Mobile,2034,22,137.3
Mobile,2034,23,137.3
Mobile,2035,0,155.1
Mobile,2035,1,155.1
Mobile,2035,2,1335.1
Mobile,2035,3,1251.9
Mobile,2035,4,353.5
Mobile,2035,5,353.5
Mobile,2035,6,249.5
Mobile,2035,7,155.1
Mobile,2035,8,155.1
Mobile,2035,9,155.1
Mobile,2035,10,155.1
Mobile,2035,11,155.1
Mobile,2035,12,155.1
Mobile,2035,13,155.1
Mobile,2035,14,155.1
Mobile,2035,15,155.1
Mobile,2035,16,155.1
Mobile,2035,17,1335.1
Mobile,2035,18,155.1
Mobile,2035,19,155.1
Mobile,2035,20,155.1
Mobile,2035,21,155.1
Mobile,2035,22,155.1
Mobile,2035,23,155.1
New Orleans,100% eCHE,0,508.4
New Orleans,100% eCHE,1,508.4
New Orleans,100% eCHE,2,3981.8
New Orleans,100% eCHE,3,3763.6
New Orleans,100% eCHE,4,988.6
New Orleans,100% eCHE,5,988.6
New Orleans,100% eCHE,6,818.2
New Orleans,100% eCHE,7,508.4
New Orleans,100% eCHE,8,508.4
New Orleans,100% eCHE,9,508.4
New Orleans,100% eCHE,10,508.4
New Orleans,100% eCHE,11,508.4
New Orleans,100% eCHE,12,508.4
New Orleans,100% eCHE,13,508.4
New Orleans,100% eCHE,14,508.4
New Orleans,100% eCHE,15,508.4
New Orleans,100% eCHE,16,508.4
New Orleans,100% eCHE,17,3981.8
New Orleans,100% eCHE,18,508.4
New Orleans,100% eCHE,19,508.4
New Orleans,100% eCHE,20,508.4
New Orleans,100% eCHE,21,508.4
New Orleans,100% eCHE,22,508.4
New Orleans,100% eCHE,23,508.4
New Orleans,2023,0,40.7
New Orleans,2023,1,40.7
New Orleans,2023,2,318.5
New Orleans,2023,3,301.1
New Orleans,2023,4,79.1
New Orleans,2023,5,79.1
New Orleans,2023,6,65.5
New Orleans,2023,7,40.7
New Orleans,2023,8,40.7
New Orleans,2023,9,40.7
New Orleans,2023,10,40.7
New Orleans,2023,11,40.7
New Orleans,2023,12,40.7
New Orleans,2023,13,40.7
New Orleans,2023,14,40.7
New Orleans,2023,15,40.7
New Orleans,2023,16,40.7
New Orleans,2023,17,318.5
New Orleans,2023,18,40.7
New Orleans,2023,19,40.7
New Orleans,2023,20,40.7
New Orleans,2023,21,40.7
New Orleans,2023,22,40.7
New Orleans,2023,23,40.7
New Orleans,2024,0,50.8
New Orleans,2024,1,50.8
New Orleans,2024,2,398.2
New Orleans,2024,3,376.4
New Orleans,2024,4,98.9
New Orleans,2024,5,98.9
New Orleans,2024,6,81.8
New Orleans,2024,7,50.8
New Orleans,2024,8,50.8
New Orleans,2024,9,50.8
New Orleans,2024,10,50.8
New Orleans,2024,11,50.8
New Orleans,2024,12,50.8
New Orleans,2024,13,50.8
New Orleans,2024,14,50.8
New Orleans,2024,15,50.8
New Orleans,2024,16,50.8
New Orleans,2024,17,398.2
New Orleans,2024,18,50.8
New Orleans,2024,19,50.8
New Orleans,2024,20,50.8
New Orleans,2024,21,50.8
New Orleans,2024,22,50.8
New Orleans,2024,23,50.8
New Orleans,2025,0,61.0
New Orleans,2025,1,61.0
New Orleans,2025,2,477.8
New Orleans,2025,3,451.6
New Orleans,2025,4,118.6
New Orleans,2025,5,118.6
New Orleans,2025,6,98.2
New Orleans,2025,7,61.0
New Orleans,2025,8,61.0
New Orleans,2025,9,61.0
New Orleans,2025,10,61.0
New Orleans,2025,11,61.0
New Orleans,2025,12,61.0
New Orleans,2025,13,61.0
New Orleans,2025,14,61.0
New Orleans,2025,15,61.0
New Orleans,2025,16,61.0
New Orleans,2025,17,477.8
New Orleans,2025,18,61.0
New Orleans,2025,19,61.0
New Orleans,2025,20,61.0
New Orleans,2025,21,61.0
New Orleans,2025,22,61.0
New Orleans,2025,23,61.0
New Orleans,2026,0,76.3
New Orleans,2026,1,76.3
New Orleans,2026,2,597.3
New Orleans,2026,3,564.5
New Orleans,2026,4,148.3
New Orleans,2026,5,148.3
New Orleans,2026,6,122.7
New Orleans,2026,7,76.3
New Orleans,2026,8,76.3
New Orleans,2026,9,76.3
New Orleans,2026,10,76.3
New Orleans,2026,11,76.3
New Orleans,2026,12,76.3
New Orleans,2026,13,76.3
New Orleans,2026,14,76.3
New Orleans,2026,15,76.3
New Orleans,2026,16,76.3
New Orleans,2026,17,597.3
New Orleans,2026,18,76.3
New Orleans,2026,19,76.3
New Orleans,2026,20,76.3
New Orleans,2026,21,76.3
New Orleans,2026,22,76.3
New Orleans,2026,23,76.3
New Orleans,2027,0,91.5
New Orleans,2027,1,91.5
New Orleans,2027,2,716.7
New Orleans,2027,3,677.5
New Orleans,2027,4,178.0
New Orleans,2027,5,178.0
New Orleans,2027,6,147.3
New Orleans,2027,7,91.5
New Orleans,2027,8,91.5
New Orleans,2027,9,91.5
New Orleans,2027,10,91.5
New Orleans,2027,11,91.5
New Orleans,2027,12,91.5
New Orleans,2027,13,91.5
New Orleans,2027,14,91.5
New Orleans,2027,15,91.5
New Orleans,2027,16,91.5
New Orleans,2027,17,716.7
New Orleans,2027,18,91.5
New Orleans,2027,19,91.5
New Orleans,2027,20,91.5
New Orleans,2027,21,91.5
New Orleans,2027,22,91.5
New Orleans,2027,23,91.5
New Orleans,2028,0,111.9
New Orleans,2028,1,111.9
New Orleans,2028,2,876.0
New Orleans,2028,3,828.0
New Orleans,2028,4,217.5
New Orleans,2028,5,217.5
New Orleans,2028,6,180.0
New Orleans,2028,7,111.9
New Orleans,2028,8,111.9
New Orleans,2028,9,111.9
New Orleans,2028,10,111.9
New Orleans,2028,11,111.9
New Orleans,2028,12,111.9
New Orleans,2028,13,111.9
New Orleans,2028,14,111.9
New Orleans,2028,15,111.9
New Orleans,2028,16,111.9
New Orleans,2028,17,876.0
New Orleans,2028,18,111.9
New Orleans,2028,19,111.9
New Orleans,2028,20,111.9
New Orleans,2028,21,111.9
New Orleans,2028,22,111.9
New Orleans,2028,23,111.9
New Orleans,2029,0,132.2
New Orleans,2029,1,132.2
New Orleans,2029,2,1035.3
New Orleans,2029,3,978.5
New Orleans,2029,4,257.0
New Orleans,2029,5,257.0
New Orleans,2029,6,212.7
New Orleans,2029,7,132.2
New Orleans,2029,8,132.2
New Orleans,2029,9,132.2
New Orleans,2029,10,132.2
New Orleans,2029,11,132.2
New Orleans,2029,12,132.2
New Orleans,2029,13,132.2
New Orleans,2029,14,132.2
New Orleans,2029,15,132.2
New Orleans,2029,16,132.2
New Orleans,2029,17,1035.3
New Orleans,2029,18,132.2
New Orleans,2029,19,132.2
New Orleans,2029,20,132.2
New Orleans,2029,21,132.2
New Orleans,2029,22,132.2
New Orleans,2029,23,132.2
New Orleans,2030,0,157.6
New Orleans,2030,1,157.6
New Orleans,2030,2,1234.4
New Orleans,2030,3,1166.7
New Orleans,2030,4,306.5
New Orleans,2030,5,306.5
New Orleans,2030,6,253.6
New Orleans,2030,7,157.6
New Orleans,2030,8,157.6
New Orleans,2030,9,157.6
New Orleans,2030,10,157.6
New Orleans,2030,11,157.6
New Orleans,2030,12,157.6
New Orleans,2030,13,157.6
New Orleans,2030,14,157.6
New Orleans,2030,15,157.6
New Orleans,2030,16,157.6
New Orleans,2030,17,1234.4
New Orleans,2030,18,157.6
New Orleans,2030,19,157.6
New Orleans,2030,20,157.6
New Orleans,2030,21,157.6
New Orleans,2030,22,157.6
New Orleans,2030,23,157.6
New Orleans,2031,0,183.0
New Orleans,2031,1,183.0
New Orleans,2031,2,1433.5
New Orleans,2031,3,1354.9
New Orleans,2031,4,355.9
New Orleans,2031,5,355.9
New Orleans,2031,6,294.5
New Orleans,2031,7,183.0
New Orleans,2031,8,183.0
New Orleans,2031,9,183.0
New Orleans,2031,10,183.0
New Orleans,2031,11,183.0
New Orleans,2031,12,183.0
New Orleans,2031,13,183.0
New Orleans,2031,14,183.0
New Orleans,2031,15,183.0
New Orleans,2031,16,183.0
New Orleans,2031,17,1433.5
New Orleans,2031,18,183.0
New Orleans,2031,19,183.0
New Orleans,2031,20,183.0
New Orleans,2031,21,183.0
New Orleans,2031,22,183.0
New Orleans,2031,23,183.0
New Orleans,2032,0,213.5
New Orleans,2032,1,213.5
New Orleans,2032,2,1672.4
New Orleans,2032,3,1580.7
New Orleans,2032,4,415.2
New Orleans,2032,5,415.2
New Orleans,2032,6,343.6
New Orleans,2032,7,213.5
New Orleans,2032,8,213.5
New Orleans,2032,9,213.5
New Orleans,2032,10,213.5
New Orleans,2032,11,213.5
New Orleans,2032,12,213.5
New Orleans,2032,13,213.5
New Orleans,2032,14,213.5
New Orleans,2032,15,213.5
New Orleans,2032,16,213.5
New Orleans,2032,17,1672.4
New Orleans,2032,18,213.5
New Orleans,2032,19,213.5
New Orleans,2032,20,213.5
New Orleans,2032,21,213.5
New Orleans,2032,22,213.5
New Orleans,2032,23,213.5
New Orleans,2033,0,244.0
New Orleans,2033,1,244.0
New Orleans,2033,2,1911.3
New Orleans,2033,3,1806.5
New Orleans,2033,4,474.5
New Orleans,2033,5,474.5
New Orleans,2033,6,392.7
New Orleans,2033,7,244.0
New Orleans,2033,8,244.0
New Orleans,2033,9,244.0
New Orleans,2033,10,244.0
New Orleans,2033,11,244.0
New Orleans,2033,12,244.0
New Orleans,2033,13,244.0
New Orleans,2033,14,244.0
New Orleans,2033,15,244.0
New Orleans,2033,16,244.0
New Orleans,2033,17,1911.3
New Orleans,2033,18,244.0
New Orleans,2033,19,244.0
New Orleans,2033,20,244.0
New Orleans,2033,21,244.0
New Orleans,2033,22,244.0
New Orleans,2033,23,244.0
New Orleans,2034,0,274.5
New Orleans,2034,1,274.5
New Orleans,2034,2,2150.2
New Orleans,2034,3,2032.4
New Orleans,2034,4,533.9
New Orleans,2034,5,533.9
New Orleans,2034,6,441.8
New Orleans,2034,7,274.5
New Orleans,2034,8,274.5
New Orleans,2034,9,274.5
New Orleans,2034,10,274.5
New Orleans,2034,11,274.5
New Orleans,2034,12,274.5
New Orleans,2034,13,274.5
New Orleans,2034,14,274.5
New Orleans,2034,15,274.5
New Orleans,2034,16,274.5
New Orleans,2034,17,2150.2
New Orleans,2034,18,274.5
New Orleans,2034,19,274.5
New Orleans,2034,20,274.5
New Orleans,2034,21,274.5
New Orleans,2034,22,274.5
New Orleans,2034,23,274.5
New Orleans,2035,0,310.1
New Orleans,2035,1,310.1
New Orleans,2035,2,2428.9
New Orleans,2035,3,2295.8
New Orleans,2035,4,603.1
New Orleans,2035,5,603.1
New Orleans,2035,6,499.1
New Orleans,2035,7,310.1
New Orleans,2035,8,310.1
New Orleans,2035,9,310.1
New Orleans,2035,10,310.1
New Orleans,2035,11,310.1
New Orleans,2035,12,310.1
New Orleans,2035,13,310.1
New Orleans,2035,14,310.1
New Orleans,2035,15,310.1
New Orleans,2035,16,310.1
New Orleans,2035,17,2428.9
New Orleans,2035,18,310.1
New Orleans,2035,19,310.1
New Orleans,2035,20,310.1
New Orleans,2035,21,310.1
New Orleans,2035,22,310.1
New Orleans,2035,23,310.1
New York & New Jersey,100% eCHE,0,7244.8
New York & New Jersey,100% eCHE,1,7244.8
New York & New Jersey,100% eCHE,2,50543.2
New York & New Jersey,100% eCHE,3,47734.1
New York & New Jersey,100% eCHE,4,13534.1
New York & New Jersey,100% eCHE,5,13534.1
New York & New Jersey,100% eCHE,6,11659.1
New York & New Jersey,100% eCHE,7,7244.8
New York & New Jersey,100% eCHE,8,7244.8
New York & New Jersey,100% eCHE,9,7244.8
New York & New Jersey,100% eCHE,10,7244.8
New York & New Jersey,100% eCHE,11,7244.8
New York & New Jersey,100% eCHE,12,7244.8
New York & New Jersey,100% eCHE,13,7244.8
New York & New Jersey,100% eCHE,14,7244.8
New York & New Jersey,100% eCHE,15,7244.8
New York & New Jersey,100% eCHE,16,7244.8
New York & New Jersey,100% eCHE,17,50543.2
New York & New Jersey,100% eCHE,18,7244.8
New York & New Jersey,100% eCHE,19,7244.8
New York & New Jersey,100% eCHE,20,7244.8
New York & New Jersey,100% eCHE,21,7244.8
New York & New Jersey,100% eCHE,22,7244.8
New York & New Jersey,100% eCHE,23,7244.8
New York & New Jersey,2023,0,579.6
New York & New Jersey,2023,1,579.6
New York & New Jersey,2023,2,4043.5
New York & New Jersey,2023,3,3818.7
New York & New Jersey,2023,4,1082.7
New York & New Jersey,2023,5,1082.7
New York & New Jersey,2023,6,932.7
New York & New Jersey,2023,7,579.6
New York & New Jersey,2023,8,579.6
New York & New Jersey,2023,9,579.6
New York & New Jersey,2023,10,579.6
New York & New Jersey,2023,11,579.6
New York & New Jersey,2023,12,579.6
New York & New Jersey,2023,13,579.6
New York & New Jersey,2023,14,579.6
New York & New Jersey,2023,15,579.6
New York & New Jersey,2023,16,579.6
New York & New Jersey,2023,17,4043.5
New York & New Jersey,2023,18,579.6
New York & New Jersey,2023,19,579.6
New York & New Jersey,2023,20,579.6
New York & New Jersey,2023,21,579.6
New York & New Jersey,2023,22,579.6
New York & New Jersey,2023,23,579.6
New York & New Jersey,2024,0,724.5
New York & New Jersey,2024,1,724.5
New York & New Jersey,2024,2,5054.3
New York & New Jersey,2024,3,4773.4
New York & New Jersey,2024,4,1353.4
New York & New Jersey,2024,5,1353.4
New York & New Jersey,2024,6,1165.9
New York & New Jersey,2024,7,724.5
New York & New Jersey,2024,8,724.5
New York & New Jersey,2024,9,724.5
New York & New Jersey,2024,10,724.5
New York & New Jersey,2024,11,724.5
New York & New Jersey,2024,12,724.5
New York & New Jersey,2024,13,724.5
New York & New Jersey,2024,14,724.5
New York & New Jersey,2024,15,724.5
New York & New Jersey,2024,16,724.5
New York & New Jersey,2024,17,5054.3
New York & New Jersey,2024,18,724.5
New York & New Jersey,2024,19,724.5
New York & New Jersey,2024,20,724.5
New York & New Jersey,2024,21,724.5
New York & New Jersey,2024,22,724.5
New York & New Jersey,2024,23,724.5
New York & New Jersey,2025,0,869.4
New York & New Jersey,2025,1,869.4
New York & New Jersey,2025,2,6065.2
New York & New Jersey,2025,3,5728.1
New York & New Jersey,2025,4,1624.1
New York & New Jersey,2025,5,1624.1
New York & New Jersey,2025,6,1399.1
New York & New Jersey,2025,7,869.4
New York & New Jersey,2025,8,869.4
New York & New Jersey,2025,9,869.4
New York & New Jersey,2025,10,869.4
New York & New Jersey,2025,11,869.4
New York & New Jersey,2025,12,869.4
New York & New Jersey,2025,13,869.4
New York & New Jersey,2025,14,869.4
New York & New Jersey,2025,15,869.4
New York & New Jersey,2025,16,869.4
New York & New Jersey,2025,17,6065.2
New York & New Jersey,2025,18,869.4
New York & New Jersey,2025,19,869.4
New York & New Jersey,2025,20,869.4
New York & New Jersey,2025,21,869.4
New York & New Jersey,2025,22,869.4
New York & New Jersey,2025,23,869.4
New York & New Jersey,2026,0,1086.7
New York & New Jersey,2026,1,1086.7
New York & New Jersey,2026,2,7581.5
New York & New Jersey,2026,3,7160.1
New York & New Jersey,2026,4,2030.1
New York & New Jersey,2026,5,2030.1
New York & New Jersey,2026,6,1748.9
New York & New Jersey,2026,7,1086.7
New York & New Jersey,2026,8,1086.7
New York & New Jersey,2026,9,1086.7
New York & New Jersey,2026,10,1086.7
New York & New Jersey,2026,11,1086.7
New York & New Jersey,2026,12,1086.7
New York & New Jersey,2026,13,1086.7
New York & New Jersey,2026,14,1086.7
New York & New Jersey,2026,15,1086.7
New York & New Jersey,2026,16,1086.7
New York & New Jersey,2026,17,7581.5
New York & New Jersey,2026,18,1086.7
New York & New Jersey,2026,19,1086.7
New York & New Jersey,2026,20,1086.7
New York & New Jersey,2026,21,1086.7
New York & New Jersey,2026,22,1086.7
New York & New Jersey,2026,23,1086.7
New York & New Jersey,2027,0,1304.1
New York & New Jersey,2027,1,1304.1
New York & New Jersey,2027,2,9097.8
New York & New Jersey,2027,3,8592.1
New York & New Jersey,2027,4,2436.1
New York & New Jersey,2027,5,2436.1
New York & New Jersey,2027,6,2098.6
New York & New Jersey,2027,7,1304.1
New York & New Jersey,2027,8,1304.1
New York & New Jersey,2027,9,1304.1
New York & New Jersey,2027,10,1304.1
New York & New Jersey,2027,11,1304.1
New York & New Jersey,2027,12,1304.1
New York & New Jersey,2027,13,1304.1
New York & New Jersey,2027,14,1304.1
New York & New Jersey,2027,15,1304.1
New York & New Jersey,2027,16,1304.1
New York & New Jersey,2027,17,9097.8
New York & New Jersey,2027,18,1304.1
New York & New Jersey,2027,19,1304.1
New York & New Jersey,2027,20,1304.1
New York & New Jersey,2027,21,1304.1
New York & New Jersey,2027,22,1304.1
New York & New Jersey,2027,23,1304.1
New York & New Jersey,2028,0,1593.9
New York & New Jersey,2028,1,1593.9
New York & New Jersey,2028,2,11119.5
New York & New Jersey,2028,3,10501.5
New York & New Jersey,2028,4,2977.5
New York & New Jersey,2028,5,2977.5
New York & New Jersey,2028,6,2565.0
New York & New Jersey,2028,7,1593.9
New York & New Jersey,2028,8,1593.9
New York & New Jersey,2028,9,1593.9
New York & New Jersey,2028,10,1593.9
New York & New Jersey,2028,11,1593.9
New York & New Jersey,2028,12,1593.9
New York & New Jersey,2028,13,1593.9
New York & New Jersey,2028,14,1593.9
New York & New Jersey,2028,15,1593.9
New York & New Jersey,2028,16,1593.9
New York & New Jersey,2028,17,11119.5
New York & New Jersey,2028,18,1593.9
New York & New Jersey,2028,19,1593.9
New York & New Jersey,2028,20,1593.9
New York & New Jersey,2028,21,1593.9
New York & New Jersey,2028,22,1593.9
New York & New Jersey,2028,23,1593.9
New York & New Jersey,2029,0,1883.7
New York & New Jersey,2029,1,1883.7
New York & New Jersey,2029,2,13141.2
New York & New Jersey,2029,3,12410.9
New York & New Jersey,2029,4,3518.9
New York & New Jersey,2029,5,3518.9
New York & New Jersey,2029,6,3031.4
New York & New Jersey,2029,7,1883.7
New York & New Jersey,2029,8,1883.7
New York & New Jersey,2029,9,1883.7
New York & New Jersey,2029,10,1883.7
New York & New Jersey,2029,11,1883.7
New York & New Jersey,2029,12,1883.7
New York & New Jersey,2029,13,1883.7
New York & New Jersey,2029,14,1883.7
New York & New Jersey,2029,15,1883.7
New York & New Jersey,2029,16,1883.7
New York & New Jersey,2029,17,13141.2
New York & New Jersey,2029,18,1883.7
New York & New Jersey,2029,19,1883.7
New York & New Jersey,2029,20,1883.7
New York & New Jersey,2029,21,1883.7
New York & New Jersey,2029,22,1883.7
New York & New Jersey,2029,23,1883.7
New York & New Jersey,2030,0,2245.9
New York & New Jersey,2030,1,2245.9
New York & New Jersey,2030,2,15668.4
New York & New Jersey,2030,3,14797.6
New York & New Jersey,2030,4,4195.6
New York & New Jersey,2030,5,4195.6
New York & New Jersey,2030,6,3614.3
New York & New Jersey,2030,7,2245.9
New York & New Jersey,2030,8,2245.9
New York & New Jersey,2030,9,2245.9
New York & New Jersey,2030,10,2245.9
New York & New Jersey,2030,11,2245.9
New York & New Jersey,2030,12,2245.9
New York & New Jersey,2030,13,2245.9
New York & New Jersey,2030,14,2245.9
New York & New Jersey,2030,15,2245.9
New York & New Jersey,2030,16,2245.9
New York & New Jersey,2030,17,15668.4
New York & New Jersey,2030,18,2245.9
New York & New Jersey,2030,19,2245.9
New York & New Jersey,2030,20,2245.9
New York & New Jersey,2030,21,2245.9
New York & New Jersey,2030,22,2245.9
New York & New Jersey,2030,23,2245.9
New York & New Jersey,2031,0,2608.1
New York & New Jersey,2031,1,2608.1
New York & New Jersey,2031,2,18195.5
New York & New Jersey,2031,3,17184.3
New York & New Jersey,2031,4,4872.3
New York & New Jersey,2031,5,4872.3
New York & New Jersey,2031,6,4197.3
New York & New Jersey,2031,7,2608.1
New York & New Jersey,2031,8,2608.1
New York & New Jersey,2031,9,2608.1
New York & New Jersey,2031,10,2608.1
New York & New Jersey,2031,11,2608.1
New York & New Jersey,2031,12,2608.1
New York & New Jersey,2031,13,2608.1
New York & New Jersey,2031,14,2608.1
New York & New Jersey,2031,15,2608.1
New York & New Jersey,2031,16,2608.1
New York & New Jersey,2031,17,18195.5
New York & New Jersey,2031,18,2608.1
New York & New Jersey,2031,19,2608.1
New York & New Jersey,2031,20,2608.1
New York & New Jersey,2031,21,2608.1
New York & New Jersey,2031,22,2608.1
New York & New Jersey,2031,23,2608.1
New York & New Jersey,2032,0,3042.8
New York & New Jersey,2032,1,3042.8
New York & New Jersey,2032,2,21228.1
New York & New Jersey,2032,3,20048.3
New York & New Jersey,2032,4,5684.3
New York & New Jersey,2032,5,5684.3
New York & New Jersey,2032,6,4896.8
New York & New Jersey,2032,7,3042.8
New York & New Jersey,2032,8,3042.8
New York & New Jersey,2032,9,3042.8
New York & New Jersey,2032,10,3042.8
New York & New Jersey,2032,11,3042.8
New York & New Jersey,2032,12,3042.8
New York & New Jersey,2032,13,3042.8
New York & New Jersey,2032,14,3042.8
New York & New Jersey,2032,15,3042.8
New York & New Jersey,2032,16,3042.8
New York & New Jersey,2032,17,21228.1
New York & New Jersey,2032,18,3042.8
New York & New Jersey,2032,19,3042.8
New York & New Jersey,2032,20,3042.8
New York & New Jersey,2032,21,3042.8
New York & New Jersey,2032,22,3042.8
New York & New Jersey,2032,23,3042.8
New York & New Jersey,2033,0,3477.5
New York & New Jersey,2033,1,3477.5
New York & New Jersey,2033,2,24260.7
New York & New Jersey,2033,3,22912.4
New York & New Jersey,2033,4,6496.4
New York & New Jersey,2033,5,6496.4
New York & New Jersey,2033,6,5596.4
New York & New Jersey,2033,7,3477.5
New York & New Jersey,2033,8,3477.5
New York & New Jersey,2033,9,3477.5
New York & New Jersey,2033,10,3477.5
New York & New Jersey,2033,11,3477.5
New York & New Jersey,2033,12,3477.5
New York & New Jersey,2033,13,3477.5
New York & New Jersey,2033,14,3477.5
New York & New Jersey,2033,15,3477.5
New York & New Jersey,2033,16,3477.5
New York & New Jersey,2033,17,24260.7
New York & New Jersey,2033,18,3477.5
New York & New Jersey,2033,19,3477.5
New York & New Jersey,2033,20,3477.5
New York & New Jersey,2033,21,3477.5
New York & New Jersey,2033,22,3477.5
New York & New Jersey,2033,23,3477.5
New York & New Jersey,2034,0,3912.2
New York & New Jersey,2034,1,3912.2
New York & New Jersey,2034,2,27293.3
New York & New Jersey,2034,3,25776.4
New York & New Jersey,2034,4,7308.4
New York & New Jersey,2034,5,7308.4
New York & New Jersey,2034,6,6295.9
New York & New Jersey,2034,7,3912.2
New York & New Jersey,2034,8,3912.2
New York & New Jersey,2034,9,3912.2
New York & New Jersey,2034,10,3912.2
New York & New Jersey,2034,11,3912.2
New York & New Jersey,2034,12,3912.2
New York & New Jersey,2034,13,3912.2
New York & New Jersey,2034,14,3912.2
New York & New Jersey,2034,15,3912.2
New York & New Jersey,2034,16,3912.2
New York & New Jersey,2034,17,27293.3
New York & New Jersey,2034,18,3912.2
New York & New Jersey,2034,19,3912.2
New York & New Jersey,2034,20,3912.2
New York & New Jersey,2034,21,3912.2
New York & New Jersey,2034,22,3912.2
New York & New Jersey,2034,23,3912.2
New York & New Jersey,2035,0,4419.3
New York & New Jersey,2035,1,4419.3
New York & New Jersey,2035,2,30831.3
New York & New Jersey,2035,3,29117.8
New York & New Jersey,2035,4,8255.8
New York & New Jersey,2035,5,8255.8
New York & New Jersey,2035,6,7112.0
New York & New Jersey,2035,7,4419.3
New York & New Jersey,2035,8,4419.3
New York & New Jersey,2035,9,4419.3
New York & New Jersey,2035,10,4419.3
New York & New Jersey,2035,11,4419.3
New York & New Jersey,2035,12,4419.3
New York & New Jersey,2035,13,4419.3
New York & New Jersey,2035,14,4419.3
New York & New Jersey,2035,15,4419.3
New York & New Jersey,2035,16,4419.3
New York & New Jersey,2035,17,30831.3
New York & New Jersey,2035,18,4419.3
New York & New Jersey,2035,19,4419.3
New York & New Jersey,2035,20,4419.3
New York & New Jersey,2035,21,4419.3
New York & New Jersey,2035,22,4419.3
New York & New Jersey,2035,23,4419.3
Oakland,100% eCHE,0,2669.1
Oakland,100% eCHE,1,2669.1
Oakland,100% eCHE,2,18865.9
Oakland,100% eCHE,3,17802.3
Oakland,100% eCHE,4,4977.3
Oakland,100% eCHE,5,4977.3
Oakland,100% eCHE,6,4295.5
Oakland,100% eCHE,7,2669.1
Oakland,100% eCHE,8,2669.1
Oakland,100% eCHE,9,2669.1
Oakland,100% eCHE,10,2669.1
Oakland,100% eCHE,11,2669.1
